Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
NAR-D,277.4,237.33,-7.21,-9.53,Cheng et al. 2013; Nat. Comms
NAR-D,278.7,237.43,-6.86,-9.29,Cheng et al. 2013; Nat. Comms
NAR-D,280,237.53,-7.03,-9.48,Cheng et al. 2013; Nat. Comms
NAR-D,281.5,237.64,-7.16,-9.55,Cheng et al. 2013; Nat. Comms
NAR-D,282.9,237.74,-7.01,-9.34,Cheng et al. 2013; Nat. Comms
NAR-D,284.4,237.84,-6.97,-9.46,Cheng et al. 2013; Nat. Comms
NAR-D,285.8,237.95,-6.85,-9.3,Cheng et al. 2013; Nat. Comms
NAR-D,287.3,238.05,-6.72,-8.79,Cheng et al. 2013; Nat. Comms
NAR-D,288.7,238.16,-6.53,-9,Cheng et al. 2013; Nat. Comms
NAR-D,290.2,238.26,-6.63,-8.84,Cheng et al. 2013; Nat. Comms
NAR-D,291.6,238.36,-6.4,-8.75,Cheng et al. 2013; Nat. Comms
NAR-D,293.1,238.47,-7,-9.25,Cheng et al. 2013; Nat. Comms
NAR-D,294.5,238.57,-6.71,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,295.9,238.68,-6.79,-9.19,Cheng et al. 2013; Nat. Comms
NAR-D,297.2,238.78,-6.6,-9.23,Cheng et al. 2013; Nat. Comms
NAR-D,298.6,238.88,-6.22,-9.12,Cheng et al. 2013; Nat. Comms
NAR-D,299.9,238.99,-6.43,-9.12,Cheng et al. 2013; Nat. Comms
NAR-D,301.3,239.09,-6.41,-9.23,Cheng et al. 2013; Nat. Comms
NAR-D,302.6,239.19,-6.1,-9.02,Cheng et al. 2013; Nat. Comms
NAR-D,304,239.3,-6.36,-9.06,Cheng et al. 2013; Nat. Comms
NAR-D,305.3,239.4,-6.41,-9.07,Cheng et al. 2013; Nat. Comms
NAR-D,306.7,239.51,-6.27,-8.86,Cheng et al. 2013; Nat. Comms
NAR-D,308,239.61,-6.2,-8.77,Cheng et al. 2013; Nat. Comms
NAR-D,309.4,239.71,-6.24,-8.88,Cheng et al. 2013; Nat. Comms
NAR-D,310.8,239.82,-6.16,-8.68,Cheng et al. 2013; Nat. Comms
NAR-D,312.2,239.92,-5.93,-8.98,Cheng et al. 2013; Nat. Comms
NAR-D,313.6,240.03,-6.07,-9,Cheng et al. 2013; Nat. Comms
NAR-D,315,240.13,-6.07,-8.75,Cheng et al. 2013; Nat. Comms
NAR-D,316.4,240.23,-5.81,-8.6,Cheng et al. 2013; Nat. Comms
NAR-D,317.8,240.34,-5.63,-8.4,Cheng et al. 2013; Nat. Comms
NAR-D,319.2,240.44,-5.78,-8.52,Cheng et al. 2013; Nat. Comms
NAR-D,320.6,240.54,-5.99,-8.74,Cheng et al. 2013; Nat. Comms
NAR-D,322,240.65,-5.82,-8.87,Cheng et al. 2013; Nat. Comms
NAR-D,323,240.75,-5.95,-8.65,Cheng et al. 2013; Nat. Comms
NAR-D,324,240.86,-5.97,-8.83,Cheng et al. 2013; Nat. Comms
NAR-D,325,240.96,-6.01,-8.66,Cheng et al. 2013; Nat. Comms
NAR-D,326,241.06,-5.98,-8.85,Cheng et al. 2013; Nat. Comms
NAR-D,327,241.17,-6.06,-8.78,Cheng et al. 2013; Nat. Comms
NAR-D,328,241.27,-6.05,-8.95,Cheng et al. 2013; Nat. Comms
NAR-D,329,241.38,-6.22,-8.6,Cheng et al. 2013; Nat. Comms
NAR-D,330,241.48,-5.86,-8.78,Cheng et al. 2013; Nat. Comms
NAR-D,331,241.58,-5.72,-8.82,Cheng et al. 2013; Nat. Comms
NAR-D,332,241.69,-5.82,-8.84,Cheng et al. 2013; Nat. Comms
NAR-D,333.5,241.79,-5.82,-8.83,Cheng et al. 2013; Nat. Comms
NAR-D,335,241.89,-5.78,-8.82,Cheng et al. 2013; Nat. Comms
NAR-D,336.5,241.91,-5.58,-8.82,Cheng et al. 2013; Nat. Comms
NAR-D,338,241.93,-5.85,-8.99,Cheng et al. 2013; Nat. Comms
NAR-D,339.5,241.94,-5.78,-8.93,Cheng et al. 2013; Nat. Comms
NAR-D,341,241.96,-5.81,-8.95,Cheng et al. 2013; Nat. Comms
NAR-D,342.5,241.97,-5.7,-8.74,Cheng et al. 2013; Nat. Comms
NAR-D,344,241.99,-5.75,-8.68,Cheng et al. 2013; Nat. Comms
NAR-D,345.5,242.01,-5.83,-9,Cheng et al. 2013; Nat. Comms
NAR-D,347,242.02,-5.67,-8.88,Cheng et al. 2013; Nat. Comms
NAR-D,348.5,242.04,-5.8,-8.92,Cheng et al. 2013; Nat. Comms
NAR-D,350,242.05,-5.69,-9.12,Cheng et al. 2013; Nat. Comms
NAR-D,351.5,242.07,-5.75,-9.13,Cheng et al. 2013; Nat. Comms
NAR-D,353,242.08,-5.74,-8.91,Cheng et al. 2013; Nat. Comms
NAR-D,354.5,242.1,-5.85,-8.59,Cheng et al. 2013; Nat. Comms
NAR-D,356,242.12,-5.79,-8.64,Cheng et al. 2013; Nat. Comms
NAR-D,357.5,242.13,-5.77,-8.74,Cheng et al. 2013; Nat. Comms
NAR-D,359,242.15,-5.66,-8.66,Cheng et al. 2013; Nat. Comms
NAR-D,360.5,242.16,-5.68,-8.83,Cheng et al. 2013; Nat. Comms
NAR-D,362,242.18,-5.21,-8.73,Cheng et al. 2013; Nat. Comms
NAR-D,363.5,242.2,-5.68,-8.74,Cheng et al. 2013; Nat. Comms
NAR-D,365,242.21,-5.76,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,366.5,242.23,-5.82,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,368,242.24,-5.41,-8.69,Cheng et al. 2013; Nat. Comms
NAR-D,369.5,242.26,-5.74,-8.89,Cheng et al. 2013; Nat. Comms
NAR-D,371,242.28,-5.67,-8.93,Cheng et al. 2013; Nat. Comms
NAR-D,372.5,242.29,-5.63,-9.25,Cheng et al. 2013; Nat. Comms
NAR-D,374,242.31,-5.73,-9.17,Cheng et al. 2013; Nat. Comms
NAR-D,375.5,242.32,-5.54,-8.9,Cheng et al. 2013; Nat. Comms
NAR-D,377,242.34,-5.46,-8.95,Cheng et al. 2013; Nat. Comms
NAR-D,378.6,242.35,-5.47,-8.72,Cheng et al. 2013; Nat. Comms
NAR-D,380.1,242.37,-5.63,-9.13,Cheng et al. 2013; Nat. Comms
NAR-D,381.7,242.39,-5.73,-8.9,Cheng et al. 2013; Nat. Comms
NAR-D,383.2,242.4,-5.96,-8.98,Cheng et al. 2013; Nat. Comms
NAR-D,384.8,242.42,-6.04,-9.05,Cheng et al. 2013; Nat. Comms
NAR-D,386.3,242.43,-6.15,-8.91,Cheng et al. 2013; Nat. Comms
NAR-D,387.9,242.45,-6.32,-8.59,Cheng et al. 2013; Nat. Comms
NAR-D,389.4,242.47,-6.37,-8.78,Cheng et al. 2013; Nat. Comms
NAR-D,391,242.48,-6.48,-8.64,Cheng et al. 2013; Nat. Comms
NAR-D,392.5,242.5,-6.45,-8.63,Cheng et al. 2013; Nat. Comms
NAR-D,394.1,242.51,-6.52,-9.02,Cheng et al. 2013; Nat. Comms
NAR-D,395.6,242.53,-6.77,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,397.2,242.54,-6.47,-8.78,Cheng et al. 2013; Nat. Comms
NAR-D,398.7,242.56,-6.66,-8.97,Cheng et al. 2013; Nat. Comms
NAR-D,400.3,242.58,-6.35,-8.69,Cheng et al. 2013; Nat. Comms
NAR-D,401.8,242.59,-6.49,-8.46,Cheng et al. 2013; Nat. Comms
NAR-D,403.4,242.61,-6.53,-8.92,Cheng et al. 2013; Nat. Comms
NAR-D,404.9,242.62,-6.47,-8.97,Cheng et al. 2013; Nat. Comms
NAR-D,406.5,242.64,-6.48,-9.01,Cheng et al. 2013; Nat. Comms
NAR-D,408,242.66,-6.43,-9.03,Cheng et al. 2013; Nat. Comms
NAR-D,409.4,242.67,-5.78,-8.65,Cheng et al. 2013; Nat. Comms
NAR-D,410.8,242.69,-6.47,-8.86,Cheng et al. 2013; Nat. Comms
NAR-D,412.2,242.7,-6.46,-9.02,Cheng et al. 2013; Nat. Comms
NAR-D,413.6,242.72,-6.51,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,415,242.73,-6.32,-9.09,Cheng et al. 2013; Nat. Comms
NAR-D,416.4,242.75,-6.28,-8.92,Cheng et al. 2013; Nat. Comms
NAR-D,417.8,242.77,-6.42,-8.94,Cheng et al. 2013; Nat. Comms
NAR-D,419.2,242.78,-6.16,-8.96,Cheng et al. 2013; Nat. Comms
NAR-D,420.6,242.8,-6.64,-9.12,Cheng et al. 2013; Nat. Comms
NAR-D,422,242.81,-6.45,-9.24,Cheng et al. 2013; Nat. Comms
NAR-D,423.6,242.83,-6.53,-9.07,Cheng et al. 2013; Nat. Comms
NAR-D,425.1,242.89,-6.58,-8.98,Cheng et al. 2013; Nat. Comms
NAR-D,426.7,242.94,-6.79,-9.1,Cheng et al. 2013; Nat. Comms
NAR-D,428.2,243,-6.64,-9.28,Cheng et al. 2013; Nat. Comms
NAR-D,429.8,243.06,-6.63,-8.83,Cheng et al. 2013; Nat. Comms
NAR-D,431.3,243.11,-6.35,-9.01,Cheng et al. 2013; Nat. Comms
NAR-D,432.9,243.17,-6.54,-8.75,Cheng et al. 2013; Nat. Comms
NAR-D,434.4,243.22,-6.67,-9.04,Cheng et al. 2013; Nat. Comms
NAR-D,436,243.28,-6.61,-9.09,Cheng et al. 2013; Nat. Comms
NAR-D,437.5,243.34,-6.49,-9.15,Cheng et al. 2013; Nat. Comms
NAR-D,439,243.39,-6.44,-8.96,Cheng et al. 2013; Nat. Comms
NAR-D,440.5,243.45,-6.34,-8.95,Cheng et al. 2013; Nat. Comms
NAR-D,442,243.51,-6.37,-8.78,Cheng et al. 2013; Nat. Comms
NAR-D,443.5,243.56,-6.35,-8.93,Cheng et al. 2013; Nat. Comms
NAR-D,445,243.62,-6.84,-8.98,Cheng et al. 2013; Nat. Comms
NAR-D,446.5,243.68,-6.67,-9.05,Cheng et al. 2013; Nat. Comms
NAR-D,448,243.73,-6.76,-9.08,Cheng et al. 2013; Nat. Comms
NAR-D,449.5,243.79,-6.87,-8.98,Cheng et al. 2013; Nat. Comms
NAR-D,451,243.85,-6.63,-8.93,Cheng et al. 2013; Nat. Comms
NAR-D,452.5,243.9,-6.72,-9.14,Cheng et al. 2013; Nat. Comms
NAR-D,454,243.96,-6.56,-9.14,Cheng et al. 2013; Nat. Comms
NAR-D,455.4,244.01,-6.66,-9.19,Cheng et al. 2013; Nat. Comms
NAR-D,456.9,244.07,-6.95,-9.29,Cheng et al. 2013; Nat. Comms
NAR-D,458.3,244.13,-6.73,-8.99,Cheng et al. 2013; Nat. Comms
NAR-D,459.8,244.18,-6.82,-9.25,Cheng et al. 2013; Nat. Comms
NAR-D,461.2,244.24,-6.83,-9.29,Cheng et al. 2013; Nat. Comms
NAR-D,462.7,244.3,-7.1,-9.21,Cheng et al. 2013; Nat. Comms
NAR-D,464.1,244.35,-6.64,-9.06,Cheng et al. 2013; Nat. Comms
NAR-D,465.6,244.41,-6.88,-9.23,Cheng et al. 2013; Nat. Comms
NAR-D,467,244.47,-7.01,-9.13,Cheng et al. 2013; Nat. Comms
NAR-D,468.4,244.52,-7.14,-9.31,Cheng et al. 2013; Nat. Comms
NAR-D,469.8,244.58,-7,-9.37,Cheng et al. 2013; Nat. Comms
NAR-D,471.2,244.63,-7.12,-9.21,Cheng et al. 2013; Nat. Comms
NAR-D,472.6,244.69,-6.88,-9.18,Cheng et al. 2013; Nat. Comms
NAR-D,474,244.75,-6.93,-9.15,Cheng et al. 2013; Nat. Comms
NAR-D,475.4,244.8,-7.03,-9.03,Cheng et al. 2013; Nat. Comms
NAR-D,476.8,244.86,-7.25,-9,Cheng et al. 2013; Nat. Comms
NAR-D,478.2,244.92,-6.76,-9.17,Cheng et al. 2013; Nat. Comms
NAR-D,479.6,244.97,-7.03,-9.26,Cheng et al. 2013; Nat. Comms
NAR-D,481,245.03,-6.88,-9.21,Cheng et al. 2013; Nat. Comms
NAR-D,482.5,245.09,-7.03,-9.36,Cheng et al. 2013; Nat. Comms
NAR-D,484,245.14,-6.83,-9.2,Cheng et al. 2013; Nat. Comms
NAR-D,485.5,245.2,-7.17,-9.63,Cheng et al. 2013; Nat. Comms
NAR-D,487,245.25,-7.01,-9.44,Cheng et al. 2013; Nat. Comms
NAR-D,488.5,245.31,-6.84,-9.35,Cheng et al. 2013; Nat. Comms
NAR-D,490,245.37,-7.13,-9.6,Cheng et al. 2013; Nat. Comms
NAR-D,491.5,245.42,-7.12,-9.45,Cheng et al. 2013; Nat. Comms
NAR-D,493,245.46,-7.01,-9.46,Cheng et al. 2013; Nat. Comms
NAR-D,494.5,245.5,-6.98,-9.54,Cheng et al. 2013; Nat. Comms
NAR-D,496,245.53,-7.11,-9.4,Cheng et al. 2013; Nat. Comms
NAR-D,497.2,245.57,-7.04,-9.49,Cheng et al. 2013; Nat. Comms
NAR-D,498.3,245.6,-6.71,-9.42,Cheng et al. 2013; Nat. Comms
NAR-D,499.5,245.64,-7.04,-9.58,Cheng et al. 2013; Nat. Comms
NAR-D,500.6,245.67,-6.96,-9.69,Cheng et al. 2013; Nat. Comms
NAR-D,501.8,245.71,-7.03,-9.46,Cheng et al. 2013; Nat. Comms
NAR-D,502.9,245.75,-7,-9.38,Cheng et al. 2013; Nat. Comms
NAR-D,504.1,245.78,-6.86,-9.56,Cheng et al. 2013; Nat. Comms
NAR-D,505.2,245.82,-7,-9.44,Cheng et al. 2013; Nat. Comms
NAR-D,506.4,245.85,-6.81,-9.47,Cheng et al. 2013; Nat. Comms
NAR-D,507.5,245.89,-6.85,-9.51,Cheng et al. 2013; Nat. Comms
NAR-D,508.6,245.93,-6.93,-9.31,Cheng et al. 2013; Nat. Comms
NAR-D,509.7,245.96,-6.94,-9.2,Cheng et al. 2013; Nat. Comms
NAR-D,510.8,246,-6.9,-9.05,Cheng et al. 2013; Nat. Comms
NAR-D,511.9,246.03,-7.03,-9.09,Cheng et al. 2013; Nat. Comms
NAR-D,513,246.07,-6.93,-9.14,Cheng et al. 2013; Nat. Comms
NAR-D,514.1,246.11,-7.03,-9.43,Cheng et al. 2013; Nat. Comms
NAR-D,515.2,246.14,-7.11,-9.52,Cheng et al. 2013; Nat. Comms
NAR-D,516.3,246.18,-6.98,-9.5,Cheng et al. 2013; Nat. Comms
NAR-D,517.4,246.21,,,Cheng et al. 2013; Nat. Comms
NAR-D,518.5,246.25,-6.95,-9.45,Cheng et al. 2013; Nat. Comms
NAR-D,519.7,246.28,-6.91,-9.37,Cheng et al. 2013; Nat. Comms
NAR-D,520.8,246.32,-6.89,-9.31,Cheng et al. 2013; Nat. Comms
NAR-D,522,246.36,-6.86,-9.05,Cheng et al. 2013; Nat. Comms
NAR-F,0,191.66,-7.68,-7.99,Cheng et al. 2013; Nat. Comms
NAR-F,1.1,191.81,-7.54,-8.27,Cheng et al. 2013; Nat. Comms
NAR-F,2.2,191.96,-7.49,-8.48,Cheng et al. 2013; Nat. Comms
NAR-F,3.3,192.12,-7.61,-9.14,Cheng et al. 2013; Nat. Comms
NAR-F,4.4,192.27,-7.63,-9.34,Cheng et al. 2013; Nat. Comms
NAR-F,5.6,192.42,-7.38,-9.15,Cheng et al. 2013; Nat. Comms
NAR-F,6.7,192.58,-7.27,-8.98,Cheng et al. 2013; Nat. Comms
NAR-F,7.8,192.73,-8.76,-9.26,Cheng et al. 2013; Nat. Comms
NAR-F,8.9,192.88,-8.89,-9.14,Cheng et al. 2013; Nat. Comms
NAR-F,10,193.03,-8.8,-9.08,Cheng et al. 2013; Nat. Comms
NAR-F,11.7,193.19,-8.86,-9.11,Cheng et al. 2013; Nat. Comms
NAR-F,13.4,193.34,-8.81,-9.16,Cheng et al. 2013; Nat. Comms
NAR-F,15.1,193.49,-8.32,-9.15,Cheng et al. 2013; Nat. Comms
NAR-F,16.8,193.65,-7.98,-9.29,Cheng et al. 2013; Nat. Comms
NAR-F,18.5,193.8,-7.96,-9.44,Cheng et al. 2013; Nat. Comms
NAR-F,20.2,193.95,-7.76,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,21.9,194.1,-7.88,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,23.6,194.26,-7.8,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,25.3,194.32,-7.76,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,27,194.38,-7.87,-9.64,Cheng et al. 2013; Nat. Comms
NAR-F,28.7,194.44,-7.51,-9.77,Cheng et al. 2013; Nat. Comms
NAR-F,30.4,194.5,-7.73,-9.62,Cheng et al. 2013; Nat. Comms
NAR-F,32.1,194.56,-7.39,-9.37,Cheng et al. 2013; Nat. Comms
NAR-F,33.8,194.62,-7.85,-9.55,Cheng et al. 2013; Nat. Comms
NAR-F,35.5,194.68,-7.52,-9.38,Cheng et al. 2013; Nat. Comms
NAR-F,37.2,194.74,-7.95,-9.43,Cheng et al. 2013; Nat. Comms
NAR-F,38.9,194.8,-7.52,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,40.6,194.86,-7.22,-9.08,Cheng et al. 2013; Nat. Comms
NAR-F,42.3,194.93,-7.6,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,44,194.99,-7.38,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,45.5,195.05,-7.44,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,47,195.11,-7.19,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,48.5,195.17,-7.14,-9.26,Cheng et al. 2013; Nat. Comms
NAR-F,50,195.23,-7.04,-9.2,Cheng et al. 2013; Nat. Comms
NAR-F,51.5,195.29,-6.99,-9.19,Cheng et al. 2013; Nat. Comms
NAR-F,53,195.35,-6.86,-9.1,Cheng et al. 2013; Nat. Comms
NAR-F,54.5,195.41,-6.54,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,56,195.47,-6.89,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,57.5,195.53,-6.84,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,59,195.59,-6.87,-9.32,Cheng et al. 2013; Nat. Comms
NAR-F,60.4,195.65,-7.07,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,61.8,195.71,-6.79,-9.34,Cheng et al. 2013; Nat. Comms
NAR-F,63.2,195.78,-6.7,-9.19,Cheng et al. 2013; Nat. Comms
NAR-F,64.6,195.84,-6.5,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,66,195.9,-6.93,-9.47,Cheng et al. 2013; Nat. Comms
NAR-F,67.4,195.96,-6.71,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,68.8,196.02,-6.82,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,70.2,196.08,-6.6,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,71.6,196.14,-6.47,-9.45,Cheng et al. 2013; Nat. Comms
NAR-F,73,196.2,-6.82,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,74.7,196.26,-6.97,-9.36,Cheng et al. 2013; Nat. Comms
NAR-F,76.4,196.32,-6.98,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,78.1,196.38,-6.97,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,79.8,196.44,-6.74,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,81.5,196.5,-6.96,-9.63,Cheng et al. 2013; Nat. Comms
NAR-F,83.2,196.56,-6.59,-9.39,Cheng et al. 2013; Nat. Comms
NAR-F,84.9,196.62,-6.71,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,86.6,196.69,-6.67,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,88.3,196.75,-6.61,-9.26,Cheng et al. 2013; Nat. Comms
NAR-F,90,196.81,-6.76,-9.56,Cheng et al. 2013; Nat. Comms
NAR-F,91.9,196.87,-6.66,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,93.8,196.93,-6.95,-9.68,Cheng et al. 2013; Nat. Comms
NAR-F,95.7,196.99,-6.7,-9.44,Cheng et al. 2013; Nat. Comms
NAR-F,97.6,197.05,-6.82,-9.48,Cheng et al. 2013; Nat. Comms
NAR-F,99.5,197.11,-6.79,-9.47,Cheng et al. 2013; Nat. Comms
NAR-F,101.4,197.17,-6.46,-9.55,Cheng et al. 2013; Nat. Comms
NAR-F,103.3,197.23,-6.48,-9.65,Cheng et al. 2013; Nat. Comms
NAR-F,105.2,197.29,-6.5,-9.27,Cheng et al. 2013; Nat. Comms
NAR-F,107.1,197.35,-6.76,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,109,197.41,-6.24,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,111.1,197.47,-6.1,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,113.1,197.54,-6.19,-9.63,Cheng et al. 2013; Nat. Comms
NAR-F,115.2,197.6,-6.57,-9.79,Cheng et al. 2013; Nat. Comms
NAR-F,117.2,197.66,-6.37,-9.75,Cheng et al. 2013; Nat. Comms
NAR-F,119.3,197.72,-6.43,-9.8,Cheng et al. 2013; Nat. Comms
NAR-F,121.3,197.78,-6.39,-9.92,Cheng et al. 2013; Nat. Comms
NAR-F,123.4,197.84,-6.49,-9.97,Cheng et al. 2013; Nat. Comms
NAR-F,125.4,197.9,-5.67,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,127.5,197.96,-6.29,-9.79,Cheng et al. 2013; Nat. Comms
NAR-F,129.5,198.47,-6.37,-9.77,Cheng et al. 2013; Nat. Comms
NAR-F,131.2,198.97,-6.37,-9.87,Cheng et al. 2013; Nat. Comms
NAR-F,132.9,199.48,-6.37,-9.69,Cheng et al. 2013; Nat. Comms
NAR-F,134.6,199.98,-6.53,-9.26,Cheng et al. 2013; Nat. Comms
NAR-F,136.3,200.49,-7.38,-9.39,Cheng et al. 2013; Nat. Comms
NAR-F,138,200.99,-7.87,-9.27,Cheng et al. 2013; Nat. Comms
NAR-F,139.7,201.5,-7.53,-9.42,Cheng et al. 2013; Nat. Comms
NAR-F,141.4,202,-7.69,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,143.1,202.51,-7.8,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,144.8,202.66,-7.75,-9.63,Cheng et al. 2013; Nat. Comms
NAR-F,146.5,202.8,-7.42,-9.5,Cheng et al. 2013; Nat. Comms
NAR-F,148.5,202.95,-7.57,-9.57,Cheng et al. 2013; Nat. Comms
NAR-F,150.4,203.1,-7.81,-9.69,Cheng et al. 2013; Nat. Comms
NAR-F,152.4,203.25,-7.79,-9.54,Cheng et al. 2013; Nat. Comms
NAR-F,154.3,203.4,-8.03,-9.36,Cheng et al. 2013; Nat. Comms
NAR-F,156.3,203.55,-8.34,-9.57,Cheng et al. 2013; Nat. Comms
NAR-F,158.2,203.69,-8.13,-9.46,Cheng et al. 2013; Nat. Comms
NAR-F,160.2,203.84,-8.12,-9.33,Cheng et al. 2013; Nat. Comms
NAR-F,162.1,203.99,-8.23,-9.36,Cheng et al. 2013; Nat. Comms
NAR-F,164.1,204.14,-8.19,-9.42,Cheng et al. 2013; Nat. Comms
NAR-F,166,204.29,-8.07,-9.2,Cheng et al. 2013; Nat. Comms
NAR-F,167.9,204.44,-8.2,-9.44,Cheng et al. 2013; Nat. Comms
NAR-F,169.8,204.58,-8.25,-9.43,Cheng et al. 2013; Nat. Comms
NAR-F,171.7,204.73,-8.19,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,173.6,204.88,-8.19,-9.48,Cheng et al. 2013; Nat. Comms
NAR-F,175.5,205.03,-8.62,-9.6,Cheng et al. 2013; Nat. Comms
NAR-F,177.4,205.18,-8.34,-9.61,Cheng et al. 2013; Nat. Comms
NAR-F,179.3,205.32,-8.23,-9.62,Cheng et al. 2013; Nat. Comms
NAR-F,181.2,205.47,-7.81,-9.39,Cheng et al. 2013; Nat. Comms
NAR-F,183.1,205.62,-8.01,-9.65,Cheng et al. 2013; Nat. Comms
NAR-F,185,205.77,-8.24,-9.76,Cheng et al. 2013; Nat. Comms
NAR-F,187,205.92,-8.08,-9.57,Cheng et al. 2013; Nat. Comms
NAR-F,188.9,205.94,-8.13,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,190.9,205.95,-8.06,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,192.8,206.04,-8.33,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,194.8,206.12,-8.19,-9.27,Cheng et al. 2013; Nat. Comms
NAR-F,196.7,206.21,-8.22,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,198.7,206.3,-8.03,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,200.6,206.38,-8.22,-9.19,Cheng et al. 2013; Nat. Comms
NAR-F,202.6,206.47,-8.03,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,204.5,206.55,-8.18,-9.46,Cheng et al. 2013; Nat. Comms
NAR-F,206.6,206.64,-8.21,-9.56,Cheng et al. 2013; Nat. Comms
NAR-F,208.6,206.72,-8.28,-9.5,Cheng et al. 2013; Nat. Comms
NAR-F,210.7,206.81,-8.19,-9.48,Cheng et al. 2013; Nat. Comms
NAR-F,212.7,207.38,-8.41,-9.83,Cheng et al. 2013; Nat. Comms
NAR-F,214.8,207.94,-8.22,-9.38,Cheng et al. 2013; Nat. Comms
NAR-F,216.8,208.01,-8.1,-9.79,Cheng et al. 2013; Nat. Comms
NAR-F,218.9,208.07,-8.2,-9.83,Cheng et al. 2013; Nat. Comms
NAR-F,220.9,208.14,-8.47,-9.76,Cheng et al. 2013; Nat. Comms
NAR-F,223,208.2,-8.22,-9.83,Cheng et al. 2013; Nat. Comms
NAR-F,225,208.27,-8.42,-9.46,Cheng et al. 2013; Nat. Comms
NAR-F,227.1,208.33,-8.24,-9.71,Cheng et al. 2013; Nat. Comms
NAR-F,229.2,208.39,-8.38,-9.69,Cheng et al. 2013; Nat. Comms
NAR-F,231.3,208.46,-8.3,-9.26,Cheng et al. 2013; Nat. Comms
NAR-F,233.4,208.52,-8.5,-9.34,Cheng et al. 2013; Nat. Comms
NAR-F,235.5,208.59,-7.92,-9.67,Cheng et al. 2013; Nat. Comms
NAR-F,237.6,208.65,-8.15,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,239.7,208.72,-8.13,-9.6,Cheng et al. 2013; Nat. Comms
NAR-F,241.8,208.78,-8.39,-9.45,Cheng et al. 2013; Nat. Comms
NAR-F,243.9,208.85,-8.16,-9.17,Cheng et al. 2013; Nat. Comms
NAR-F,246,209.17,-8.28,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,249,209.5,-8.08,-9.06,Cheng et al. 2013; Nat. Comms
NAR-F,252,209.51,-7.97,-9.29,Cheng et al. 2013; Nat. Comms
NAR-F,255,209.52,-8.04,-9.44,Cheng et al. 2013; Nat. Comms
NAR-F,258,209.52,-8.12,-9.99,Cheng et al. 2013; Nat. Comms
NAR-F,261,209.53,-7.99,-9.68,Cheng et al. 2013; Nat. Comms
NAR-F,264,209.54,-8.03,-9.72,Cheng et al. 2013; Nat. Comms
NAR-F,267,209.55,-8.03,-9.78,Cheng et al. 2013; Nat. Comms
NAR-F,270,209.56,-8.17,-9.94,Cheng et al. 2013; Nat. Comms
NAR-F,273,209.57,-7.95,-9.65,Cheng et al. 2013; Nat. Comms
NAR-F,276,209.58,-8.07,-9.73,Cheng et al. 2013; Nat. Comms
NAR-F,279,209.59,-7.88,-9.28,Cheng et al. 2013; Nat. Comms
NAR-F,282,209.6,-7.75,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,285,209.61,-7.79,-9.65,Cheng et al. 2013; Nat. Comms
