Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
ELC-B,263.3,33.25,-7.49,-7.66,Cheng et al. 2013; Nat. Comms
ELC-B,264.2,33.32,-7.06,-7.68,Cheng et al. 2013; Nat. Comms
ELC-B,265,33.38,-6.47,-7.41,Cheng et al. 2013; Nat. Comms
ELC-B,265.9,33.43,-6.49,-7.55,Cheng et al. 2013; Nat. Comms
ELC-B,266.8,33.49,-6.81,-7.78,Cheng et al. 2013; Nat. Comms
ELC-B,267.7,33.54,-6.56,-7.76,Cheng et al. 2013; Nat. Comms
ELC-B,268.6,33.59,-6.45,-7.67,Cheng et al. 2013; Nat. Comms
ELC-B,269.5,33.65,-6.18,-7.12,Cheng et al. 2013; Nat. Comms
ELC-B,270.4,33.7,-6.38,-7.38,Cheng et al. 2013; Nat. Comms
ELC-B,271.3,33.76,-6.92,-7.89,Cheng et al. 2013; Nat. Comms
ELC-B,272.2,33.81,-7.32,-7.82,Cheng et al. 2013; Nat. Comms
ELC-B,273.1,33.86,-7.42,-7.79,Cheng et al. 2013; Nat. Comms
ELC-B,274,33.92,-6.3,-5.69,Cheng et al. 2013; Nat. Comms
ELC-B,274.9,33.97,-7.08,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,275.7,34.02,-7.05,-6.65,Cheng et al. 2013; Nat. Comms
ELC-B,276.6,34.07,-7.01,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,277.4,34.12,-6.18,-5.17,Cheng et al. 2013; Nat. Comms
ELC-B,278.3,34.17,-7.03,-6.59,Cheng et al. 2013; Nat. Comms
ELC-B,279.1,34.22,-6.49,-6.37,Cheng et al. 2013; Nat. Comms
ELC-B,280,34.27,-6.77,-6.47,Cheng et al. 2013; Nat. Comms
ELC-B,280.8,34.32,-6.31,-6.1,Cheng et al. 2013; Nat. Comms
ELC-B,281.7,34.37,-6.78,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,282.5,34.42,-6.78,-6.94,Cheng et al. 2013; Nat. Comms
ELC-B,283.4,34.48,-6.72,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,284.3,34.53,-6.45,-6.62,Cheng et al. 2013; Nat. Comms
ELC-B,285.2,34.61,-6.24,-6.53,Cheng et al. 2013; Nat. Comms
ELC-B,286.1,34.69,-5.89,-6.27,Cheng et al. 2013; Nat. Comms
ELC-B,287,34.77,-6.08,-7.2,Cheng et al. 2013; Nat. Comms
ELC-B,287.9,34.85,-6.2,-7.35,Cheng et al. 2013; Nat. Comms
ELC-B,288.8,34.93,-5.94,-7.06,Cheng et al. 2013; Nat. Comms
ELC-B,289.7,35.01,-6.05,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,290.6,35.09,-5.7,-6.9,Cheng et al. 2013; Nat. Comms
ELC-B,291.5,35.17,-5.87,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,292.4,35.24,-5.97,-6.94,Cheng et al. 2013; Nat. Comms
ELC-B,293.2,35.32,-6.67,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,294.1,35.39,-5.01,-6.02,Cheng et al. 2013; Nat. Comms
ELC-B,294.9,35.46,-7.14,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,295.8,35.53,-6.97,-6.58,Cheng et al. 2013; Nat. Comms
ELC-B,296.6,35.59,-7.03,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,297.5,35.75,-7.17,-6.89,Cheng et al. 2013; Nat. Comms
ELC-B,298.3,35.9,-7.38,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,299.2,35.96,-6.94,-7.39,Cheng et al. 2013; Nat. Comms
ELC-B,300,36.01,-6.95,-7.29,Cheng et al. 2013; Nat. Comms
ELC-B,300.9,36.07,-7.15,-7.25,Cheng et al. 2013; Nat. Comms
ELC-B,301.8,36.13,-7.15,-7.45,Cheng et al. 2013; Nat. Comms
ELC-B,302.7,36.18,-7.16,-7.73,Cheng et al. 2013; Nat. Comms
ELC-B,303.6,36.24,-6.79,-7.51,Cheng et al. 2013; Nat. Comms
ELC-B,304.5,36.34,-6.48,-7.39,Cheng et al. 2013; Nat. Comms
ELC-B,305.4,36.44,-5.18,-6.89,Cheng et al. 2013; Nat. Comms
ELC-B,306.3,36.53,-6.68,-7.72,Cheng et al. 2013; Nat. Comms
ELC-B,307.2,36.63,-6.21,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,308.1,36.73,-6.09,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,309,36.83,-6.15,-6.9,Cheng et al. 2013; Nat. Comms
ELC-B,309.9,36.92,-6.2,-7.04,Cheng et al. 2013; Nat. Comms
ELC-B,310.7,37.01,-6.27,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,311.6,37.11,-6.12,-7.39,Cheng et al. 2013; Nat. Comms
ELC-B,312.4,37.2,-6.1,-7.49,Cheng et al. 2013; Nat. Comms
ELC-B,313.3,37.29,-6.07,-7.19,Cheng et al. 2013; Nat. Comms
ELC-B,314.1,37.39,-6.13,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,315,37.44,-6.14,-7.25,Cheng et al. 2013; Nat. Comms
ELC-B,315.8,37.49,-6.27,-7.26,Cheng et al. 2013; Nat. Comms
ELC-B,316.7,37.54,-5.67,-6.79,Cheng et al. 2013; Nat. Comms
ELC-B,317.5,37.59,-6.01,-7.23,Cheng et al. 2013; Nat. Comms
ELC-B,318.3,37.63,-6.12,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,319.1,37.68,-6.39,-7.37,Cheng et al. 2013; Nat. Comms
ELC-B,319.9,37.73,-6.07,-7.48,Cheng et al. 2013; Nat. Comms
ELC-B,320.7,37.78,-4.3,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,321.5,37.82,-6.2,-7.85,Cheng et al. 2013; Nat. Comms
ELC-B,322.3,37.87,-4.33,-6.87,Cheng et al. 2013; Nat. Comms
ELC-B,323.1,37.92,-5.66,-7.32,Cheng et al. 2013; Nat. Comms
ELC-B,323.9,37.97,-6.41,-6.87,Cheng et al. 2013; Nat. Comms
ELC-B,324.7,38.01,-6.19,-7.09,Cheng et al. 2013; Nat. Comms
ELC-B,325.5,38.06,-5.77,-7.2,Cheng et al. 2013; Nat. Comms
ELC-B,326.3,38.11,-6.16,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,327.1,38.16,-6.12,-6.85,Cheng et al. 2013; Nat. Comms
ELC-B,327.9,38.2,-6.18,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,328.7,38.25,-6.43,-7.12,Cheng et al. 2013; Nat. Comms
ELC-B,329.5,38.3,-6.49,-7.02,Cheng et al. 2013; Nat. Comms
ELC-B,330.3,38.35,-6.65,-6.89,Cheng et al. 2013; Nat. Comms
ELC-B,331.1,38.39,-6.87,-6.84,Cheng et al. 2013; Nat. Comms
ELC-B,331.9,38.44,-6.92,-6.79,Cheng et al. 2013; Nat. Comms
ELC-B,332.7,38.5,-7.05,-7.3,Cheng et al. 2013; Nat. Comms
ELC-B,333.5,38.55,-6.98,-7.12,Cheng et al. 2013; Nat. Comms
ELC-B,334.3,38.59,-7.19,-7.17,Cheng et al. 2013; Nat. Comms
ELC-B,335,38.64,-7.19,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,335.8,38.69,-7.28,-7.11,Cheng et al. 2013; Nat. Comms
ELC-B,336.5,38.74,-7.1,-7.02,Cheng et al. 2013; Nat. Comms
ELC-B,337.3,38.79,-7.22,-6.85,Cheng et al. 2013; Nat. Comms
ELC-B,338,38.83,-7.19,-6.81,Cheng et al. 2013; Nat. Comms
ELC-B,338.8,38.88,-6.18,-6.24,Cheng et al. 2013; Nat. Comms
ELC-B,339.5,38.93,-7.26,-6.82,Cheng et al. 2013; Nat. Comms
ELC-B,340.3,38.98,-7.35,-6.45,Cheng et al. 2013; Nat. Comms
ELC-B,341,39.03,-7.34,-6.52,Cheng et al. 2013; Nat. Comms
ELC-B,341.8,39.07,-7.1,-6.59,Cheng et al. 2013; Nat. Comms
ELC-B,342.5,39.12,-7.42,-6.89,Cheng et al. 2013; Nat. Comms
ELC-B,343.3,39.17,-6.9,-6.46,Cheng et al. 2013; Nat. Comms
ELC-B,344,39.22,-7.32,-6.62,Cheng et al. 2013; Nat. Comms
ELC-B,344.8,39.26,-7.21,-6.74,Cheng et al. 2013; Nat. Comms
ELC-B,345.5,39.31,-6.94,-6.44,Cheng et al. 2013; Nat. Comms
ELC-B,346.3,39.36,-7.22,-6.92,Cheng et al. 2013; Nat. Comms
ELC-B,347,39.41,-6.65,-6.84,Cheng et al. 2013; Nat. Comms
ELC-B,347.8,39.46,-7.14,-6.86,Cheng et al. 2013; Nat. Comms
ELC-B,348.5,39.5,-6.9,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,349.3,39.56,-6.08,-6.25,Cheng et al. 2013; Nat. Comms
ELC-B,350.1,39.61,-7.24,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,350.9,39.66,,,Cheng et al. 2013; Nat. Comms
ELC-B,351.7,39.71,-6.59,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,352.5,39.76,-6.53,-7.32,Cheng et al. 2013; Nat. Comms
ELC-B,353.3,39.84,-6.5,-7.23,Cheng et al. 2013; Nat. Comms
ELC-B,354.1,39.92,-6.18,-6.92,Cheng et al. 2013; Nat. Comms
ELC-B,354.9,40,-6.1,-7.09,Cheng et al. 2013; Nat. Comms
ELC-B,355.7,40.08,-6.16,-6.94,Cheng et al. 2013; Nat. Comms
ELC-B,356.5,40.16,-6.25,-6.93,Cheng et al. 2013; Nat. Comms
ELC-B,357.3,40.24,-6.28,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,358,40.31,-6.36,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,358.8,40.39,-6.2,-6.74,Cheng et al. 2013; Nat. Comms
ELC-B,359.5,40.47,-6.79,-6.53,Cheng et al. 2013; Nat. Comms
ELC-B,360.3,40.54,-6.1,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,361,40.62,-6.35,-6.72,Cheng et al. 2013; Nat. Comms
ELC-B,361.8,40.69,-6.57,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,362.5,40.77,-6.38,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,363.3,40.84,-6.33,-6.69,Cheng et al. 2013; Nat. Comms
ELC-B,364,40.92,-5.95,-6.64,Cheng et al. 2013; Nat. Comms
ELC-B,364.8,40.99,-6.18,-6.58,Cheng et al. 2013; Nat. Comms
ELC-B,365.5,41.07,-6.11,-6.6,Cheng et al. 2013; Nat. Comms
ELC-B,366.3,41.15,-6.3,-6.82,Cheng et al. 2013; Nat. Comms
ELC-B,367,41.25,-6.35,-6.51,Cheng et al. 2013; Nat. Comms
ELC-B,367.8,41.36,-5.81,-7,Cheng et al. 2013; Nat. Comms
ELC-B,368.5,41.46,-5.64,-6.2,Cheng et al. 2013; Nat. Comms
ELC-B,369.3,41.57,-6.02,-5.8,Cheng et al. 2013; Nat. Comms
ELC-B,370,41.68,-6.62,-6.32,Cheng et al. 2013; Nat. Comms
ELC-B,370.8,41.78,-6.57,-16.95,Cheng et al. 2013; Nat. Comms
ELC-B,371.5,41.82,-6.7,-9.69,Cheng et al. 2013; Nat. Comms
ELC-B,372.3,41.85,-6.68,-10.2,Cheng et al. 2013; Nat. Comms
ELC-B,373,41.89,-6.67,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,373.8,41.93,-6.81,-9.68,Cheng et al. 2013; Nat. Comms
ELC-B,374.5,41.96,-6.72,-8.17,Cheng et al. 2013; Nat. Comms
ELC-B,375.3,42,,,Cheng et al. 2013; Nat. Comms
ELC-B,376,42.03,-6.64,-7.37,Cheng et al. 2013; Nat. Comms
ELC-B,376.8,42.07,-6.57,-7.92,Cheng et al. 2013; Nat. Comms
ELC-B,377.5,42.1,-6.66,-8.42,Cheng et al. 2013; Nat. Comms
ELC-B,378.3,42.14,-6.4,-6.25,Cheng et al. 2013; Nat. Comms
ELC-B,379,42.18,-6.54,-8.39,Cheng et al. 2013; Nat. Comms
ELC-B,379.9,42.22,-6.2,-8.51,Cheng et al. 2013; Nat. Comms
ELC-B,380.7,42.26,-6.14,-5.5,Cheng et al. 2013; Nat. Comms
ELC-B,381.6,42.3,-6,-7.58,Cheng et al. 2013; Nat. Comms
ELC-B,382.4,42.34,-5.7,-7.18,Cheng et al. 2013; Nat. Comms
ELC-B,383.3,42.38,-5.73,-6.88,Cheng et al. 2013; Nat. Comms
ELC-B,384.1,42.42,-5.98,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,385,42.46,-5.97,-7.05,Cheng et al. 2013; Nat. Comms
ELC-B,385.8,42.5,-5.79,-7.89,Cheng et al. 2013; Nat. Comms
ELC-B,386.7,42.54,-6.03,-7.51,Cheng et al. 2013; Nat. Comms
ELC-B,387.5,42.58,-6.09,-8.07,Cheng et al. 2013; Nat. Comms
ELC-B,388.3,42.62,-5.86,-7.14,Cheng et al. 2013; Nat. Comms
ELC-B,389.1,42.66,-5.81,-11.89,Cheng et al. 2013; Nat. Comms
ELC-B,389.9,42.78,-5.84,-8.03,Cheng et al. 2013; Nat. Comms
ELC-B,390.7,42.9,-5.83,-6.14,Cheng et al. 2013; Nat. Comms
ELC-B,391.5,43.03,-5.61,-6.78,Cheng et al. 2013; Nat. Comms
ELC-B,392.3,43.15,-6.42,-7.37,Cheng et al. 2013; Nat. Comms
ELC-B,393.1,43.27,-6.68,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,393.9,43.4,-6.6,-6.71,Cheng et al. 2013; Nat. Comms
ELC-B,394.7,43.47,-6.56,-6.52,Cheng et al. 2013; Nat. Comms
ELC-B,395.5,43.54,-6.81,-6.68,Cheng et al. 2013; Nat. Comms
ELC-B,396.3,43.62,-6.45,-6.44,Cheng et al. 2013; Nat. Comms
ELC-B,397.1,43.69,-6.68,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,397.9,43.74,-6.28,-6.54,Cheng et al. 2013; Nat. Comms
ELC-B,398.7,43.79,-5.86,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,399.5,43.84,-6.44,-6.43,Cheng et al. 2013; Nat. Comms
ELC-B,400.3,43.89,-6.61,-6.37,Cheng et al. 2013; Nat. Comms
ELC-B,401.1,43.94,-6.77,-6.85,Cheng et al. 2013; Nat. Comms
ELC-B,401.9,43.99,-6.52,-6.57,Cheng et al. 2013; Nat. Comms
ELC-B,402.7,44.04,-4.95,-5.49,Cheng et al. 2013; Nat. Comms
ELC-B,403.5,44.09,-6.46,-6.29,Cheng et al. 2013; Nat. Comms
ELC-B,404.5,44.16,-6.47,-6.33,Cheng et al. 2013; Nat. Comms
ELC-B,405.5,44.22,-6.35,-6.02,Cheng et al. 2013; Nat. Comms
ELC-B,406.5,44.4,-6.18,-6.02,Cheng et al. 2013; Nat. Comms
ELC-B,407.5,44.57,-6.18,-5.95,Cheng et al. 2013; Nat. Comms
ELC-B,408.5,44.75,-5.86,-6.13,Cheng et al. 2013; Nat. Comms
ELC-B,409.5,44.81,-5.76,-6.23,Cheng et al. 2013; Nat. Comms
ELC-B,410.5,44.87,-5.66,-6.41,Cheng et al. 2013; Nat. Comms
ELC-B,411.5,44.94,-5.44,-6.38,Cheng et al. 2013; Nat. Comms
ELC-B,412.5,45,-5.82,-6.5,Cheng et al. 2013; Nat. Comms
ELC-B,413.5,45.06,-5.97,-6.9,Cheng et al. 2013; Nat. Comms
ELC-B,414.2,45.1,-5.62,-6.6,Cheng et al. 2013; Nat. Comms
ELC-B,414.9,45.15,-6.04,-6.61,Cheng et al. 2013; Nat. Comms
ELC-B,415.6,45.19,-5.57,-6.84,Cheng et al. 2013; Nat. Comms
ELC-B,416.3,45.27,-5.57,-6.76,Cheng et al. 2013; Nat. Comms
ELC-B,417,45.34,-6.15,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,417.7,45.42,-6.11,-7.4,Cheng et al. 2013; Nat. Comms
ELC-B,418.4,45.5,-5.99,-7.5,Cheng et al. 2013; Nat. Comms
ELC-B,419.1,45.57,-6.02,-7.43,Cheng et al. 2013; Nat. Comms
ELC-B,419.8,45.65,-5.98,-7.53,Cheng et al. 2013; Nat. Comms
ELC-B,420.5,45.73,-5.85,-7.7,Cheng et al. 2013; Nat. Comms
ELC-B,421.2,45.8,-6.01,-7.99,Cheng et al. 2013; Nat. Comms
ELC-B,421.8,45.87,-5.95,-7.42,Cheng et al. 2013; Nat. Comms
ELC-B,422.5,45.94,-5.83,-7.33,Cheng et al. 2013; Nat. Comms
ELC-B,423.1,46.01,-5.71,-7.36,Cheng et al. 2013; Nat. Comms
ELC-B,423.8,46.08,-5.84,-7.4,Cheng et al. 2013; Nat. Comms
ELC-B,424.4,46.15,-5.96,-7.35,Cheng et al. 2013; Nat. Comms
ELC-B,425.1,46.22,-5.83,-7.28,Cheng et al. 2013; Nat. Comms
ELC-B,425.7,46.29,-5.8,-7.35,Cheng et al. 2013; Nat. Comms
ELC-B,426.4,46.37,-6.01,-7.35,Cheng et al. 2013; Nat. Comms
ELC-B,427,46.44,-5.87,-7.1,Cheng et al. 2013; Nat. Comms
ELC-B,427.6,46.5,-5.76,-6.64,Cheng et al. 2013; Nat. Comms
ELC-B,428.2,46.57,-5.55,6.1,Cheng et al. 2013; Nat. Comms
ELC-B,428.8,46.63,-6.2,-6.53,Cheng et al. 2013; Nat. Comms
ELC-B,429.4,46.7,-6.15,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,430,46.77,-6.21,-6.7,Cheng et al. 2013; Nat. Comms
ELC-B,430.6,46.83,-5.94,-6.62,Cheng et al. 2013; Nat. Comms
ELC-B,431.2,46.85,-6.09,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,431.8,46.88,-5.43,-6.46,Cheng et al. 2013; Nat. Comms
ELC-B,432.4,46.9,-5.55,-6.42,Cheng et al. 2013; Nat. Comms
ELC-B,433,46.92,-6.02,-6.57,Cheng et al. 2013; Nat. Comms
ELC-B,433.8,46.95,-5.77,-6.23,Cheng et al. 2013; Nat. Comms
ELC-B,434.5,46.98,-5.32,-6.03,Cheng et al. 2013; Nat. Comms
ELC-B,435.3,47.01,-5.64,-6.1,Cheng et al. 2013; Nat. Comms
ELC-B,436,47.04,-5.71,-6.04,Cheng et al. 2013; Nat. Comms
ELC-B,436.5,47.06,-6.07,-5.68,Cheng et al. 2013; Nat. Comms
ELC-B,437,47.08,-6.87,-6.07,Cheng et al. 2013; Nat. Comms
ELC-B,437.5,47.1,-6.86,-6.29,Cheng et al. 2013; Nat. Comms
ELC-B,438,47.12,-6.79,-6.39,Cheng et al. 2013; Nat. Comms
ELC-B,438.5,47.14,-6.62,-6.16,Cheng et al. 2013; Nat. Comms
ELC-B,439,47.16,-5.29,-5.28,Cheng et al. 2013; Nat. Comms
ELC-B,439.5,47.18,-6.39,-6.42,Cheng et al. 2013; Nat. Comms
ELC-B,440,47.23,-6.28,-6.33,Cheng et al. 2013; Nat. Comms
ELC-B,440.5,47.27,-6.58,-6.49,Cheng et al. 2013; Nat. Comms
ELC-B,441,47.32,-6.48,-6.44,Cheng et al. 2013; Nat. Comms
ELC-B,441.5,47.37,-6.5,-6.34,Cheng et al. 2013; Nat. Comms
ELC-B,442,47.41,-6.58,-6.48,Cheng et al. 2013; Nat. Comms
ELC-B,442.5,47.46,-6.76,-6.46,Cheng et al. 2013; Nat. Comms
ELC-B,443,47.51,-6.61,-6.51,Cheng et al. 2013; Nat. Comms
ELC-B,443.5,47.56,-6.03,-5.95,Cheng et al. 2013; Nat. Comms
ELC-B,444,47.6,-6.74,-6.7,Cheng et al. 2013; Nat. Comms
ELC-B,444.7,47.66,-6.72,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,445.3,47.72,-6.58,-6.17,Cheng et al. 2013; Nat. Comms
ELC-B,446,47.79,-6.7,-6.27,Cheng et al. 2013; Nat. Comms
ELC-B,446.6,47.85,-6.67,-6.41,Cheng et al. 2013; Nat. Comms
ELC-B,447.3,47.91,-6.63,-6.32,Cheng et al. 2013; Nat. Comms
ELC-B,447.9,47.97,-6.76,-6.6,Cheng et al. 2013; Nat. Comms
ELC-B,448.6,48.03,-6.68,-6.63,Cheng et al. 2013; Nat. Comms
ELC-B,449.2,48.09,-6.97,-6.77,Cheng et al. 2013; Nat. Comms
ELC-B,449.9,48.15,-6.79,-6.65,Cheng et al. 2013; Nat. Comms
ELC-B,450.5,48.21,-6.85,-6.84,Cheng et al. 2013; Nat. Comms
ELC-B,451.1,48.27,-6.73,-6.77,Cheng et al. 2013; Nat. Comms
ELC-B,451.7,48.35,-6.58,-6.83,Cheng et al. 2013; Nat. Comms
ELC-B,452.3,48.43,-6.45,-6.94,Cheng et al. 2013; Nat. Comms
ELC-B,452.9,48.52,-6.41,-6.95,Cheng et al. 2013; Nat. Comms
ELC-B,453.5,48.6,-6.17,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,454.1,48.68,-6.09,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,454.7,48.76,-6.08,-6.96,Cheng et al. 2013; Nat. Comms
ELC-B,455.3,48.84,-6.2,-7.21,Cheng et al. 2013; Nat. Comms
ELC-B,455.9,48.92,-4.87,-6.51,Cheng et al. 2013; Nat. Comms
ELC-B,456.5,49,-5.68,-7.19,Cheng et al. 2013; Nat. Comms
ELC-B,457.1,49.08,-5.81,-6.96,Cheng et al. 2013; Nat. Comms
ELC-B,457.6,49.15,-6.14,-7.02,Cheng et al. 2013; Nat. Comms
ELC-B,458.2,49.23,-6.22,-7.03,Cheng et al. 2013; Nat. Comms
ELC-B,458.7,49.3,-5.19,-6.63,Cheng et al. 2013; Nat. Comms
ELC-B,459.3,49.37,-6.23,-7.3,Cheng et al. 2013; Nat. Comms
ELC-B,459.8,49.43,-6.03,-6.93,Cheng et al. 2013; Nat. Comms
ELC-B,460.4,49.5,-6.64,-7.22,Cheng et al. 2013; Nat. Comms
ELC-B,460.9,49.56,-6.37,-7.24,Cheng et al. 2013; Nat. Comms
ELC-B,461.5,49.62,-6.28,-7.29,Cheng et al. 2013; Nat. Comms
ELC-B,462,49.69,-6.25,-7.4,Cheng et al. 2013; Nat. Comms
ELC-B,462.5,49.75,-6.28,-7.44,Cheng et al. 2013; Nat. Comms
ELC-B,463,49.8,-6.22,-7.16,Cheng et al. 2013; Nat. Comms
ELC-B,463.5,49.86,-6,-6.93,Cheng et al. 2013; Nat. Comms
ELC-B,464,49.92,-6.27,-7,Cheng et al. 2013; Nat. Comms
ELC-B,464.5,49.98,-6.14,-7.01,Cheng et al. 2013; Nat. Comms
ELC-B,465,50.04,-6.22,-7.08,Cheng et al. 2013; Nat. Comms
ELC-B,465.5,50.1,-6.36,-7.11,Cheng et al. 2013; Nat. Comms
ELC-B,466,50.15,-5.83,-7.1,Cheng et al. 2013; Nat. Comms
ELC-B,466.5,50.21,-5.97,-7.24,Cheng et al. 2013; Nat. Comms
ELC-B,467,50.32,-6.33,-7.47,Cheng et al. 2013; Nat. Comms
ELC-B,467.7,50.45,-6.18,-7.47,Cheng et al. 2013; Nat. Comms
ELC-B,468.3,50.58,-6.18,-7.36,Cheng et al. 2013; Nat. Comms
ELC-B,469,50.72,-6.01,-7.45,Cheng et al. 2013; Nat. Comms
ELC-B,469.6,50.85,-6.25,-7.62,Cheng et al. 2013; Nat. Comms
ELC-B,470.3,50.98,-6.25,-6.16,Cheng et al. 2013; Nat. Comms
ELC-B,470.9,51.12,-5.99,-6.91,Cheng et al. 2013; Nat. Comms
ELC-B,471.6,51.25,-6.12,-6.97,Cheng et al. 2013; Nat. Comms
ELC-B,472.2,51.39,-5.87,-6.66,Cheng et al. 2013; Nat. Comms
ELC-B,472.9,51.46,-6.17,-6.63,Cheng et al. 2013; Nat. Comms
ELC-B,473.5,51.54,-5.95,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,474.2,51.63,-6.06,-6.21,Cheng et al. 2013; Nat. Comms
ELC-B,474.9,51.71,-5.94,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,475.6,51.8,-5.9,-6.48,Cheng et al. 2013; Nat. Comms
ELC-B,476.3,51.88,-5.85,-6.67,Cheng et al. 2013; Nat. Comms
ELC-B,477,51.96,-5.68,-5.4,Cheng et al. 2013; Nat. Comms
ELC-B,477.6,52.04,-5.97,-6.04,Cheng et al. 2013; Nat. Comms
ELC-B,478.2,52.11,-5.09,-5.4,Cheng et al. 2013; Nat. Comms
ELC-B,478.8,52.18,-5.68,-5.64,Cheng et al. 2013; Nat. Comms
ELC-B,479.4,52.25,-5.72,-5.77,Cheng et al. 2013; Nat. Comms
ELC-B,480,52.32,-5.75,-5.89,Cheng et al. 2013; Nat. Comms
ELC-B,480.8,52.42,-5.71,-5.81,Cheng et al. 2013; Nat. Comms
ELC-B,481.6,52.52,-5.72,-5.34,Cheng et al. 2013; Nat. Comms
ELC-B,482.4,52.61,-5.39,-6.05,Cheng et al. 2013; Nat. Comms
ELC-B,483.2,52.71,-5.16,-5.37,Cheng et al. 2013; Nat. Comms
ELC-B,484,52.81,-5.73,-6.05,Cheng et al. 2013; Nat. Comms
ELC-B,484.8,52.9,-5.39,-6.04,Cheng et al. 2013; Nat. Comms
ELC-B,485.6,52.91,-5.55,-5.83,Cheng et al. 2013; Nat. Comms
ELC-B,486.4,52.93,-5.7,-5.93,Cheng et al. 2013; Nat. Comms
ELC-B,487.2,52.94,-5.73,-6.25,Cheng et al. 2013; Nat. Comms
ELC-B,488,52.95,-5.56,-6.05,Cheng et al. 2013; Nat. Comms
ELC-B,488.8,52.96,-5.8,-6.1,Cheng et al. 2013; Nat. Comms
ELC-B,489.5,52.97,-5.52,-6.1,Cheng et al. 2013; Nat. Comms
ELC-B,490.3,52.98,-5.77,-6.24,Cheng et al. 2013; Nat. Comms
ELC-B,491,52.99,-5.76,-6.64,Cheng et al. 2013; Nat. Comms
ELC-B,491.8,53.08,-5.62,-6.63,Cheng et al. 2013; Nat. Comms
ELC-B,492.5,53.17,-5.7,-6.7,Cheng et al. 2013; Nat. Comms
ELC-B,493.3,53.25,-5.8,-6.65,Cheng et al. 2013; Nat. Comms
ELC-B,494,53.34,-5.83,-6.55,Cheng et al. 2013; Nat. Comms
ELC-B,494.8,53.42,-5.6,-6.3,Cheng et al. 2013; Nat. Comms
ELC-B,495.5,53.51,-5.84,-6.41,Cheng et al. 2013; Nat. Comms
ELC-B,496.4,53.59,-5.82,-6.75,Cheng et al. 2013; Nat. Comms
ELC-B,497.3,53.68,-5.76,-6.49,Cheng et al. 2013; Nat. Comms
ELC-B,498.2,53.76,-5.49,-6.1,Cheng et al. 2013; Nat. Comms
ELC-B,499.1,53.85,-5.05,-6.01,Cheng et al. 2013; Nat. Comms
ELC-B,500,53.93,-6.04,-6.43,Cheng et al. 2013; Nat. Comms
ELC-B,500.9,54.02,-5.95,-6.73,Cheng et al. 2013; Nat. Comms
ELC-B,501.8,54.1,-6.09,-6.98,Cheng et al. 2013; Nat. Comms
ELC-B,502.7,54.19,-6.83,-6.82,Cheng et al. 2013; Nat. Comms
ELC-B,503.6,54.27,-7.02,-6.35,Cheng et al. 2013; Nat. Comms
ELC-B,504.5,54.36,-7.07,-6.58,Cheng et al. 2013; Nat. Comms
ELC-A,0,0.29,-7.17,-9.72,Cheng et al. 2013; Nat. Comms
ELC-A,0.5,0.3,-7.24,-9.71,Cheng et al. 2013; Nat. Comms
ELC-A,1.5,0.3,,,Cheng et al. 2013; Nat. Comms
ELC-A,6.71,0.31,-6.99,-8.56,Cheng et al. 2013; Nat. Comms
ELC-A,11.93,0.32,-7.15,-7.6,Cheng et al. 2013; Nat. Comms
